object1,object2,time
"[ 1.67520960e+09  4.26632270e+04  7.01383900e+06  1.00000000e+00
 -5.32924896e+06 -3.64261844e+06 -2.74305923e+06]","[ 1.67520960e+09  4.23202693e+04  7.01413528e+06  1.00000000e+00
 -5.32949982e+06 -3.64285706e+06 -2.74301256e+06]",1990438500
"[ 1.67520960e+09  4.26632270e+04  7.01383900e+06  1.00000000e+00
 -5.40310982e+06 -3.96607069e+06 -2.06654908e+06]","[ 1.67520960e+09  4.23202693e+04  7.01413528e+06  1.00000000e+00
 -5.40334585e+06 -3.96629309e+06 -2.06651071e+06]",1990438600
"[ 1.67520960e+09  4.26632270e+04  7.01383900e+06  1.00000000e+00
 -5.41461388e+06 -4.24375087e+06 -1.36618907e+06]","[ 1.67520960e+09  4.23202693e+04  7.01413528e+06  1.00000000e+00
 -5.41484026e+06 -4.24396028e+06 -1.36616247e+06]",1990438700
"[ 1.67520960e+09  4.26632270e+04  7.01383900e+06  1.00000000e+00
 -5.36362837e+06 -4.47245431e+06 -6.50062006e+05]","[ 1.67520960e+09  4.23202693e+04  7.01413528e+06  1.00000000e+00
 -5.36385039e+06 -4.47265451e+06 -6.50049467e+05]",1990438800
"[ 1.67520960e+09  4.26632270e+04  7.01383900e+06  1.00000000e+00
 -5.25074172e+06 -4.64954157e+06  7.35673687e+04]","[ 1.67520960e+09  4.23202693e+04  7.01413528e+06  1.00000000e+00
 -5.25096466e+06 -4.64973678e+06  7.35647477e+04]",1990438900
"[ 1.67520960e+09  4.26632270e+04  7.01383900e+06  1.00000000e+00
 -5.07725673e+06 -4.77296888e+06  7.96347709e+05]","[ 1.67520960e+09  4.23202693e+04  7.01413528e+06  1.00000000e+00
 -5.07748568e+06 -4.77316366e+06  7.96330067e+05]",1990439000
"[ 1.67520960e+09  4.26632270e+04  7.01383900e+06  1.00000000e+00
 -4.84517558e+06 -4.84131180e+06  1.50993747e+06]","[ 1.67520960e+09  4.23202693e+04  7.01413528e+06  1.00000000e+00
 -4.84541533e+06 -4.84151086e+06  1.50990618e+06]",1990439100
"[ 1.67520960e+09  4.26632270e+04  7.01383900e+06  1.00000000e+00
 -4.55717670e+06 -4.85378157e+06  2.20610119e+06]","[ 1.67520960e+09  4.23202693e+04  7.01413528e+06  1.00000000e+00
 -4.55743156e+06 -4.85398969e+06  2.20605880e+06]",1990439200
"[ 1.67520960e+09  4.26632270e+04  7.01383900e+06  1.00000000e+00
 -4.21658386e+06 -4.81023430e+06  2.87680449e+06]","[ 1.67520960e+09  4.23202693e+04  7.01413528e+06  1.00000000e+00
 -4.21685754e+06 -4.81045616e+06  2.87675472e+06]",1990439300
"[ 1.67520960e+09  4.26632270e+04  7.01383900e+06  1.00000000e+00
 -3.82732781e+06 -4.71117254e+06  3.51430685e+06]","[ 1.67520960e+09  4.23202693e+04  7.01413528e+06  1.00000000e+00
 -3.82762331e+06 -4.71141263e+06  3.51425449e+06]",1990439400
"[ 1.67520960e+09  4.26632270e+04  7.01383900e+06  1.00000000e+00
 -3.39390092e+06 -4.55773958e+06  4.11125091e+06]","[ 1.67520960e+09  4.23202693e+04  7.01413528e+06  1.00000000e+00
 -3.39422042e+06 -4.55800199e+06  4.11120169e+06]",1990439500
"[ 1.67520960e+09  4.26632270e+04  7.01383900e+06  1.00000000e+00
 -2.92130532e+06 -4.35170615e+06  4.66074740e+06]","[ 1.67520960e+09  4.23202693e+04  7.01413528e+06  1.00000000e+00
 -2.92165011e+06 -4.35199452e+06  4.66070790e+06]",1990439600
"[ 1.67520960e+09  4.26632270e+04  7.01383900e+06  1.00000000e+00
 -2.41499520e+06 -4.09545008e+06  5.15645463e+06]","[ 1.67520960e+09  4.23202693e+04  7.01413528e+06  1.00000000e+00
 -2.41536556e+06 -4.09576744e+06  5.15643210e+06]",1990439700
"[ 1.67520960e+09  4.26632270e+04  7.01383900e+06  1.00000000e+00
 -1.88081385e+06 -3.79192879e+06  5.59265168e+06]","[ 1.67520960e+09  4.23202693e+04  7.01413528e+06  1.00000000e+00
 -1.88120902e+06 -3.79227746e+06  5.59265393e+06]",1990439800
"[ 1.67520960e+09  4.26632270e+04  7.01383900e+06  1.00000000e+00
 -1.32492619e+06 -3.44464519e+06  5.96430445e+06]","[ 1.67520960e+09  4.23202693e+04  7.01413528e+06  1.00000000e+00
 -1.32534438e+06 -3.44502670e+06  5.96433962e+06]",1990439900
"[ 1.67520960e+09  4.26632270e+04  7.01383900e+06  1.00000000e+00
 -7.53747676e+05 -3.05760726e+06  6.26712373e+06]","[ 1.67520960e+09  4.23202693e+04  7.01413528e+06  1.00000000e+00
 -7.54185985e+05 -3.05802222e+06  6.26720012e+06]",1990440000
"[ 1.67520960e+09  4.26632270e+04  7.01383900e+06  1.00000000e+00
 -1.73870232e+05 -2.63528176e+06  6.49761469e+06]","[ 1.67520960e+09  4.23202693e+04  7.01413528e+06  1.00000000e+00
 -1.74324704e+05 -2.63572986e+06  6.49774059e+06]",1990440100
"[ 1.67520960e+09  4.26632270e+04  7.01383900e+06  1.00000000e+00
  4.08013833e+05 -2.18254272e+06  6.65311728e+06]","[ 1.67520960e+09  4.23202693e+04  7.01413528e+06  1.00000000e+00
  4.07548188e+05 -2.18302263e+06  6.65330072e+06]",1990440200
"[ 1.67520960e+09  4.24320675e+04  7.01352300e+06  1.00000000e+00
 -4.26137506e+06 -5.36501167e+06 -1.49894538e+06]","[ 1.67520960e+09  4.24832270e+04  7.01374042e+06  1.00000000e+00
 -4.26151081e+06 -5.36531613e+06 -1.49848695e+06]",1990550400
