object1,object2,time
"[ 1.67520960e+09  4.34157438e+04  6.88753601e+06  1.00000000e+00
  4.19512907e+06  3.10088593e+05 -5.45370420e+06]","[ 1.67520960e+09  4.34085834e+04  6.88786395e+06  1.00000000e+00
  4.19526719e+06  3.10386940e+05 -5.45399513e+06]",1982715600
"[ 1.67520960e+09  4.34157438e+04  6.88753601e+06  1.00000000e+00
  4.00931277e+06  1.04580693e+06 -5.50180437e+06]","[ 1.67520960e+09  4.34085834e+04  6.88786395e+06  1.00000000e+00
  4.00943788e+06  1.04608493e+06 -5.50207088e+06]",1982715700
"[ 1.67520960e+09  4.34157438e+04  6.88753601e+06  1.00000000e+00
  3.77463548e+06  1.76878014e+06 -5.48285474e+06]","[ 1.67520960e+09  4.34085834e+04  6.88786395e+06  1.00000000e+00
  3.77475302e+06  1.76903624e+06 -5.48310316e+06]",1982715800
"[ 1.67520960e+09  4.34157438e+04  6.88753601e+06  1.00000000e+00
  3.49395719e+06  2.47019746e+06 -5.39708625e+06]","[ 1.67520960e+09  4.34085834e+04  6.88786395e+06  1.00000000e+00
  3.49407228e+06  2.47043160e+06 -5.39732308e+06]",1982715900
"[ 1.67520960e+09  4.34157438e+04  6.88753601e+06  1.00000000e+00
  3.17069848e+06  3.14151079e+06 -5.24554415e+06]","[ 1.67520960e+09  4.34085834e+04  6.88786395e+06  1.00000000e+00
  3.17081580e+06  3.14172441e+06 -5.24577589e+06]",1982716000
"[ 1.67520960e+09  4.34157438e+04  6.88753601e+06  1.00000000e+00
  2.80879887e+06  3.77453892e+06 -5.03007527e+06]","[ 1.67520960e+09  4.34085834e+04  6.88786395e+06  1.00000000e+00
  2.80892250e+06  3.77473489e+06 -5.03030821e+06]",1982716100
"[ 1.67520960e+09  4.34157438e+04  6.88753601e+06  1.00000000e+00
  2.41266878e+06  4.36156722e+06 -4.75330549e+06]","[ 1.67520960e+09  4.34085834e+04  6.88786395e+06  1.00000000e+00
  2.41280210e+06  4.36174972e+06 -4.75354554e+06]",1982716200
"[ 1.67520960e+09  4.34157438e+04  6.88753601e+06  1.00000000e+00
  1.98713579e+06  4.89544166e+06 -4.41860777e+06]","[ 1.67520960e+09  4.34085834e+04  6.88786395e+06  1.00000000e+00
  1.98728139e+06  4.89561603e+06 -4.41886028e+06]",1982716300
"[ 1.67520960e+09  4.34157438e+04  6.88753601e+06  1.00000000e+00
  1.53738584e+06  5.36965596e+06 -4.03006104e+06]","[ 1.67520960e+09  4.34085834e+04  6.88786395e+06  1.00000000e+00
  1.53754537e+06  5.36982860e+06 -4.03033061e+06]",1982716400
"[ 1.67520960e+09  4.34157438e+04  6.88753601e+06  1.00000000e+00
  1.06889996e+06  5.77843094e+06 -3.59240046e+06]","[ 1.67520960e+09  4.34085834e+04  6.88786395e+06  1.00000000e+00
  1.06907417e+06  5.77860908e+06 -3.59269081e+06]",1982716500
"[ 1.67520960e+09  4.34157438e+04  6.88753601e+06  1.00000000e+00
  5.87387525e+05  6.11678491e+06 -3.11095976e+06]","[ 1.67520960e+09  4.34085834e+04  6.88786395e+06  1.00000000e+00
  5.87576142e+05  6.11697643e+06 -3.11127359e+06]",1982716600
"[ 1.67520960e+09  4.34157438e+04  6.88753601e+06  1.00000000e+00
  9.87166752e+04  6.38059439e+06 -2.59160617e+06]","[ 1.67520960e+09  4.34085834e+04  6.88786395e+06  1.00000000e+00
  9.89184244e+04  6.38080760e+06 -2.59194509e+06]",1982716700
"[ 1.67520960e+09  4.34157438e+04  6.88753601e+06  1.00000000e+00
 -3.91157222e+05  6.56664438e+06 -2.04066901e+06]","[ 1.67520960e+09  4.34085834e+04  6.88786395e+06  1.00000000e+00
 -3.90944628e+05  6.56688776e+06 -2.04103338e+06]",1982716800
"[ 1.67520960e+09  4.34157438e+04  6.88753601e+06  1.00000000e+00
 -8.76264136e+05  6.67266749e+06 -1.46486247e+06]","[ 1.67520960e+09  4.34085834e+04  6.88786395e+06  1.00000000e+00
 -8.76043966e+05  6.67294950e+06 -1.46525140e+06]",1982716900
"[ 1.67520960e+09  4.34157438e+04  6.88753601e+06  1.00000000e+00
 -1.35069213e+06  6.69737165e+06 -8.71203837e+05]","[ 1.67520960e+09  4.34085834e+04  6.88786395e+06  1.00000000e+00
 -1.35046859e+06  6.69770046e+06 -8.71615136e+05]",1982717000
"[ 1.67520960e+09  4.34157438e+04  6.88753601e+06  1.00000000e+00
 -1.80865941e+06  6.64045578e+06 -2.66927952e+05]","[ 1.67520960e+09  4.34085834e+04  6.88786395e+06  1.00000000e+00
 -1.80843757e+06  6.64083903e+06 -2.67358124e+05]",1982717100
"[ 1.67520960e+09  4.34157438e+04  6.88753601e+06  1.00000000e+00
 -2.24458478e+06  6.50261351e+06  3.40600950e+05]","[ 1.67520960e+09  4.34085834e+04  6.88786395e+06  1.00000000e+00
 -2.24437050e+06  6.50305807e+06  3.40156682e+05]",1982717200
