object1,object2,time
"[ 1.67524980e+09  1.14954857e+02  6.85016300e+06  1.00000000e+00
  4.84495258e+06 -3.83265973e+06  2.96004849e+06]","[ 1.67525660e+09  2.37036094e+02  6.84892700e+06  1.00000000e+00
  4.84457258e+06 -3.83133153e+06  2.95952975e+06]",1675284055
"[ 1.67521800e+09  3.23140574e+02  6.84787721e+06  1.00000000e+00
 -5.91506293e+05  1.56869295e+06  6.63948379e+06]","[ 1.67527980e+09  8.44474803e+01  6.85047000e+06  1.00000000e+00
 -5.92049499e+05  1.57051669e+06  6.64167855e+06]",1675285075
"[ 1.67524480e+09  8.27492775e+01  6.85112800e+06  1.00000000e+00
 -3.11154594e+06 -6.10309548e+06  9.19903821e+04]","[ 1.67525920e+09  1.57139899e+02  6.85047000e+06  1.00000000e+00
 -3.11025929e+06 -6.10304320e+06  8.99444960e+04]",1675286095
"[ 1.67524480e+09  8.27492775e+01  6.85112800e+06  1.00000000e+00
 -3.07781459e+06 -6.12024518e+06  8.72421931e+04]","[ 1.67525920e+09  1.57139899e+02  6.85047000e+06  1.00000000e+00
 -3.07624816e+06 -6.12027181e+06  8.89350327e+04]",1675286100
"[ 1.67520960e+09  4.38031950e+04  6.84957224e+06  1.00000000e+00
  6.75044664e+06 -7.21701484e+05  9.09536682e+05]","[ 1.67526380e+09  3.35960323e+02  6.84845800e+06  1.00000000e+00
  6.74942953e+06 -7.20265945e+05  9.09832370e+05]",1675293765
"[ 1.67527300e+09  2.01558601e+02  6.85097900e+06  1.00000000e+00
 -4.53888579e+06  5.13167853e+06  1.74494885e+04]","[ 1.67528580e+09  7.43355640e+01  6.84912200e+06  1.00000000e+00
 -4.53705696e+06  5.13081429e+06  1.81933052e+04]",1675296515
"[ 1.67522900e+09  1.09462805e+02  6.85023700e+06  1.00000000e+00
 -1.79984278e+06  5.63362293e+06  3.45667552e+06]","[ 1.67526020e+09  1.71699071e+00  6.84962200e+06  1.00000000e+00
 -1.79866664e+06  5.63360430e+06  3.45609932e+06]",1675297645
"[ 1.67523500e+09  4.25942972e+01  6.85023700e+06  1.00000000e+00
 -1.08298721e+06  6.76031934e+06  2.25760968e+05]","[ 1.67525200e+09  2.17441738e+02  6.85107000e+06  1.00000000e+00
 -1.08086880e+06  6.76145992e+06  2.27029865e+05]",1675301800
"[ 1.67528060e+09  1.04003381e+00  6.84815900e+06  1.00000000e+00
  6.51155395e+04  6.74844733e+06 -1.16254043e+06]","[ 1.67523500e+09  2.22594297e+02  6.85033171e+06  1.00000000e+00
  6.68667730e+04  6.75050234e+06 -1.16331060e+06]",1675304300
"[ 1.67524620e+09  3.41618008e+01  6.85219700e+06  1.00000000e+00
 -3.57237863e+06 -5.16735114e+06  2.73663970e+06]","[ 1.67529820e+09  2.51200913e+02  6.85114397e+06  1.00000000e+00
 -3.57303041e+06 -5.16585752e+06  2.73597214e+06]",1675305590
"[ 1.67520960e+09  4.39286487e+04  6.85007300e+06  0.00000000e+00
 -6.32401864e+06 -1.45533251e+06  2.19369451e+06]","[ 1.67526000e+09  2.67390917e+02  6.85045000e+06  1.00000000e+00
 -6.32323024e+06 -1.45688817e+06  2.19611053e+06]",1675306215
"[ 1.67530420e+09  2.55275537e+02  6.84885200e+06  1.00000000e+00
 -6.11815091e+06 -2.96093650e+06  8.41343111e+05]","[ 1.67520960e+09  4.37486487e+04  6.84997636e+06  1.00000000e+00
 -6.11817304e+06 -2.96319646e+06  8.42378482e+05]",1675306235
"[ 1.67526480e+09  2.00740648e+02  6.84815900e+06  1.00000000e+00
 -5.49799338e+06 -3.93442250e+06 -1.09071997e+06]","[ 1.67527040e+09  3.10783757e+02  6.84940800e+06  1.00000000e+00
 -5.49832997e+06 -3.93611089e+06 -1.09077428e+06]",1675306430
"[ 1.67521780e+09  3.18154214e+02  6.85045000e+06  1.00000000e+00
  3.99110955e+06  5.46384204e+06 -1.07057925e+06]","[ 1.67525540e+09  1.84900366e+02  6.84912200e+06  1.00000000e+00
  3.99144574e+06  5.46172157e+06 -1.07164849e+06]",1675306910
"[ 1.67522300e+09  3.14813130e+02  6.85112800e+06  1.00000000e+00
 -6.50240857e+06  1.88172036e+06  1.05629830e+06]","[ 1.67530540e+09  2.48268901e+02  6.85097100e+06  1.00000000e+00
 -6.50296244e+06  1.88028815e+06  1.05441908e+06]",1675307635
