object1,object2,time
"[ 1.67520960e+09  4.15894600e+04  7.11556400e+06  1.00000000e+00
 -1.04821276e+06  2.61750925e+05 -7.03306388e+06]","[ 1.67520960e+09  4.15209176e+04  7.11601800e+06  0.00000000e+00
 -1.04827582e+06  2.61632865e+05 -7.03351820e+06]",1705379400
"[1.67520960e+09 4.15474075e+04 7.11713300e+06 1.00000000e+00
 3.03482649e+06 1.57947215e+06 6.24088760e+06]","[1.67520960e+09 4.15298004e+04 7.11749500e+06 1.00000000e+00
 3.03486106e+06 1.58005529e+06 6.24113601e+06]",1718033900
"[ 1.67520960e+09  4.15404819e+04  7.11593400e+06  1.00000000e+00
 -5.37255801e+06 -2.03875916e+06 -4.19709401e+06]","[ 1.67520960e+09  4.15655164e+04  7.11595300e+06  1.00000000e+00
 -5.37218674e+06 -2.03896866e+06 -4.19749968e+06]",1748849900
"[ 1.67520960e+09  4.15423470e+04  7.11727900e+06  1.00000000e+00
  3.88683929e+05  1.52584461e+06 -6.94092093e+06]","[ 1.67520960e+09  4.16734369e+04  7.11755000e+06  1.00000000e+00
  3.88620120e+05  1.52573113e+06 -6.94122734e+06]",1765929600
"[1.67520960e+09 4.15582265e+04 7.11472000e+06 1.00000000e+00
 4.51588866e+05 2.06171402e+06 6.79445682e+06]","[1.67520960e+09 4.15519240e+04 7.11501300e+06 1.00000000e+00
 4.51312182e+05 2.06163060e+06 6.79480732e+06]",1766967900
"[ 1.67520960e+09  4.15478213e+04  7.11582500e+06  1.00000000e+00
 -2.17821905e+06  2.02397908e+05  6.77121572e+06]","[ 1.67520960e+09  4.15655550e+04  7.11623000e+06  1.00000000e+00
 -2.17829404e+06  2.02344565e+05  6.77161880e+06]",1850310200
"[1.67520960e+09 4.15724321e+04 7.11640200e+06 1.00000000e+00
 3.53561562e+06 4.58615946e+06 4.13639227e+06]","[1.67520960e+09 4.15320054e+04 7.11688600e+06 0.00000000e+00
 3.53566059e+06 4.58666458e+06 4.13662647e+06]",1899784000
"[ 1.67520960e+09  4.15528751e+04  7.11682300e+06  1.00000000e+00
 -8.26511888e+05  8.80306944e+05 -7.01363724e+06]","[ 1.67520960e+09  4.15461601e+04  7.11705100e+06  1.00000000e+00
 -8.26901330e+05  8.79943966e+05 -7.01386824e+06]",1920325600
"[ 1.67520960e+09  4.15493792e+04  7.11541800e+06  1.00000000e+00
 -1.07311755e+06  1.63890308e+06  6.84043776e+06]","[ 1.67520960e+09  4.15692967e+04  7.11551700e+06  1.00000000e+00
 -1.07268065e+06  1.63858419e+06  6.84068566e+06]",1956936500
"[ 1.67520960e+09  4.15901396e+04  7.11627700e+06  1.00000000e+00
  1.42050293e+06  1.42159020e+06 -6.82661344e+06]","[ 1.67520960e+09  4.15730834e+04  7.11662600e+06  1.00000000e+00
  1.42096255e+06  1.42145924e+06 -6.82690887e+06]",1967690100
