object1,object2,time
"[ 1.67520960e+09  4.15382706e+04  7.11704600e+06  1.00000000e+00
  4.51348232e+06  3.55330952e+06 -4.20176303e+06]","[ 1.67520960e+09  4.13728751e+04  7.11673355e+06  1.00000000e+00
  4.51365898e+06  3.55319692e+06 -4.20113920e+06]",1976761500
"[ 1.67520960e+09  4.15382706e+04  7.11704600e+06  1.00000000e+00
  4.00509457e+06  3.47769306e+06 -4.74523047e+06]","[ 1.67520960e+09  4.13728751e+04  7.11673355e+06  1.00000000e+00
  4.00529504e+06  3.47760764e+06 -4.74465522e+06]",1976761600
"[ 1.67520960e+09  4.15382706e+04  7.11704600e+06  1.00000000e+00
  3.45246441e+06  3.36366014e+06 -5.23627957e+06]","[ 1.67520960e+09  4.13728751e+04  7.11673355e+06  1.00000000e+00
  3.45268065e+06  3.36359778e+06 -5.23575235e+06]",1976761700
"[ 1.67520960e+09  4.15382706e+04  7.11704600e+06  1.00000000e+00
  2.86169649e+06  3.21247044e+06 -5.66948592e+06]","[ 1.67520960e+09  4.13728751e+04  7.11673355e+06  1.00000000e+00
  2.86192108e+06  3.21242694e+06 -5.66900496e+06]",1976761800
"[ 1.67520960e+09  4.15382706e+04  7.11704600e+06  1.00000000e+00
  2.23931674e+06  3.02579408e+06 -6.04006411e+06]","[ 1.67520960e+09  4.13728751e+04  7.11673355e+06  1.00000000e+00
  2.23954305e+06  3.02576525e+06 -6.03962647e+06]",1976761900
"[ 1.67520960e+09  4.15382706e+04  7.11704600e+06  1.00000000e+00
  1.59220031e+06  2.80569318e+06 -6.34392053e+06]","[ 1.67520960e+09  4.13728751e+04  7.11673355e+06  1.00000000e+00
  1.59242258e+06  2.80567495e+06 -6.34352227e+06]",1976762000
"[ 1.67520960e+09  4.15382706e+04  7.11704600e+06  1.00000000e+00
  9.27495581e+05  2.55459910e+06 -6.57769862e+06]","[ 1.67520960e+09  4.13728751e+04  7.11673355e+06  1.00000000e+00
  9.27709039e+05  2.55458758e+06 -6.57733492e+06]",1976762100
"[ 1.67520960e+09  4.15382706e+04  7.11704600e+06  1.00000000e+00
  2.52545242e+05  2.27528555e+06 -6.73881594e+06]","[ 1.67520960e+09  4.13728751e+04  7.11673355e+06  1.00000000e+00
  2.52746183e+05  2.27527716e+06 -6.73848125e+06]",1976762200
"[ 1.67520960e+09  4.15382706e+04  7.11704600e+06  1.00000000e+00
 -4.25194847e+05  1.97083799e+06 -6.82549271e+06]","[ 1.67520960e+09  4.13728751e+04  7.11673355e+06  1.00000000e+00
 -4.25009010e+05  1.97082951e+06 -6.82518093e+06]",1976762300
"[ 1.67520960e+09  4.15382706e+04  7.11704600e+06  1.00000000e+00
 -1.09823801e+06  1.64461950e+06 -6.83677144e+06]","[ 1.67520960e+09  4.13728751e+04  7.11673355e+06  1.00000000e+00
 -1.09806871e+06  1.64460817e+06 -6.83647610e+06]",1976762400
"[ 1.67520960e+09  4.15382706e+04  7.11704600e+06  1.00000000e+00
 -1.75914944e+06  1.30023366e+06 -6.77252755e+06]","[ 1.67520960e+09  4.13728751e+04  7.11673355e+06  1.00000000e+00
 -1.75899696e+06  1.30021721e+06 -6.77224197e+06]",1976762500
"[ 1.67520960e+09  4.15382706e+04  7.11704600e+06  1.00000000e+00
 -2.40062838e+06  9.41484751e+05 -6.63347071e+06]","[ 1.67520960e+09  4.13728751e+04  7.11673355e+06  1.00000000e+00
 -2.40049183e+06  9.41461466e+05 -6.63318820e+06]",1976762600
"[ 1.67520960e+09  4.15382706e+04  7.11704600e+06  1.00000000e+00
 -3.01558869e+06  5.72335698e+05 -6.42113701e+06]","[ 1.67520960e+09  4.13728751e+04  7.11673355e+06  1.00000000e+00
 -3.01546610e+06  5.72304470e+05 -6.42085105e+06]",1976762700
"[ 1.67520960e+09  4.15382706e+04  7.11704600e+06  1.00000000e+00
 -3.59723720e+06  1.96864319e+05 -6.13787200e+06]","[ 1.67520960e+09  4.13728751e+04  7.11673355e+06  1.00000000e+00
 -3.59712554e+06  1.96824662e+05 -6.13757642e+06]",1976762800
"[ 1.67520960e+09  4.15382706e+04  7.11704600e+06  1.00000000e+00
 -4.13914871e+06 -1.80781729e+05 -5.78680479e+06]","[ 1.67520960e+09  4.13728751e+04  7.11673355e+06  1.00000000e+00
 -4.13904399e+06 -1.80829663e+05 -5.78649392e+06]",1976762900
"[ 1.67520960e+09  4.15382706e+04  7.11704600e+06  1.00000000e+00
 -4.63533697e+06 -5.56430764e+05 -5.37181345e+06]","[ 1.67520960e+09  4.13728751e+04  7.11673355e+06  1.00000000e+00
 -4.63523432e+06 -5.56486183e+05 -5.37148231e+06]",1976763000
"[ 1.67520960e+09  4.15382706e+04  7.11704600e+06  1.00000000e+00
 -5.08032083e+06 -9.25933169e+05 -4.89748218e+06]","[ 1.67520960e+09  4.13728751e+04  7.11673355e+06  1.00000000e+00
 -5.08021465e+06 -9.25994652e+05 -4.89712664e+06]",1976763100
"[ 1.67520960e+09  4.15382706e+04  7.11704600e+06  1.00000000e+00
 -5.46918476e+06 -1.28520722e+06 -4.36905072e+06]","[ 1.67520960e+09  4.13728751e+04  7.11673355e+06  1.00000000e+00
 -5.46906884e+06 -1.28527274e+06 -4.36866758e+06]",1976763200
"[ 1.67520960e+09  4.15382706e+04  7.11704600e+06  1.00000000e+00
 -5.79763315e+06 -1.63028419e+06 -3.79235639e+06]","[ 1.67520960e+09  4.13728751e+04  7.11673355e+06  1.00000000e+00
 -5.79750082e+06 -1.63035116e+06 -3.79194353e+06]",1976763300
"[ 1.67520960e+09  4.15382706e+04  7.11704600e+06  1.00000000e+00
 -6.06203780e+06 -1.95735217e+06 -3.17376968e+06]","[ 1.67520960e+09  4.13728751e+04  7.11673355e+06  1.00000000e+00
 -6.06188209e+06 -1.95741747e+06 -3.17332614e+06]",1976763400
"[ 1.67520960e+09  4.15382706e+04  7.11704600e+06  1.00000000e+00
 -6.25947794e+06 -2.26279819e+06 -2.52012380e+06]","[ 1.67520960e+09  4.13728751e+04  7.11673355e+06  1.00000000e+00
 -6.25929176e+06 -2.26285827e+06 -2.51964988e+06]",1976763500
"[ 1.67520960e+09  4.15382706e+04  7.11704600e+06  1.00000000e+00
 -6.38777255e+06 -2.54324814e+06 -1.83863930e+06]","[ 1.67520960e+09  4.13728751e+04  7.11673355e+06  1.00000000e+00
 -6.38754886e+06 -2.54329903e+06 -1.83813656e+06]",1976763600
"[ 1.67520960e+09  4.15382706e+04  7.11704600e+06  1.00000000e+00
 -6.44550442e+06 -2.79560401e+06 -1.13684421e+06]","[ 1.67520960e+09  4.13728751e+04  7.11673355e+06  1.00000000e+00
 -6.44523640e+06 -2.79564146e+06 -1.13631554e+06]",1976763700
"[ 1.67520960e+09  4.15382706e+04  7.11704600e+06  1.00000000e+00
 -6.43203581e+06 -3.01707815e+06 -4.22490924e+05]","[ 1.67520960e+09  4.13728751e+04  7.11673355e+06  1.00000000e+00
 -6.43171705e+06 -3.01709768e+06 -4.21940510e+05]",1976763800
"[ 1.67520960e+09  4.15382706e+04  7.11704600e+06  1.00000000e+00
 -6.34751549e+06 -3.20522404e+06  2.96529418e+05]","[ 1.67520960e+09  4.13728751e+04  7.11673355e+06  1.00000000e+00
 -6.34714017e+06 -3.20522104e+06  2.97096109e+05]",1976763900
"[ 1.67520960e+09  4.15615987e+04  7.11749100e+06  1.00000000e+00
 -6.14000210e+06  1.99708419e+06  2.99511387e+06]","[ 1.67520960e+09  4.13582706e+04  7.11699769e+06  1.00000000e+00
 -6.13975982e+06  1.99704253e+06  2.99446601e+06]",1983320900
"[ 1.67520960e+09  4.15615987e+04  7.11749100e+06  1.00000000e+00
 -5.82474312e+06  1.83751591e+06  3.65439201e+06]","[ 1.67520960e+09  4.13582706e+04  7.11699769e+06  1.00000000e+00
 -5.82452955e+06  1.83748144e+06  3.65378894e+06]",1983321000
"[ 1.67520960e+09  4.15615987e+04  7.11749100e+06  1.00000000e+00
 -5.44515298e+06  1.65765326e+06  4.27330935e+06]","[ 1.67520960e+09  4.13582706e+04  7.11699769e+06  1.00000000e+00
 -5.44495712e+06  1.65762213e+06  4.27274936e+06]",1983321100
"[ 1.67520960e+09  4.15615987e+04  7.11749100e+06  1.00000000e+00
 -5.00542405e+06  1.45948272e+06  4.84503028e+06]","[ 1.67520960e+09  4.13582706e+04  7.11699769e+06  1.00000000e+00
 -5.00523556e+06  1.45945147e+06  4.84450974e+06]",1983321200
"[ 1.67520960e+09  4.15615987e+04  7.11749100e+06  1.00000000e+00
 -4.51041289e+06  1.24519297e+06  5.36324045e+06]","[ 1.67520960e+09  4.13582706e+04  7.11699769e+06  1.00000000e+00
 -4.51022237e+06  1.24515860e+06  5.36275399e+06]",1983321300
"[ 1.67520960e+09  4.15615987e+04  7.11749100e+06  1.00000000e+00
 -3.96558664e+06  1.01715073e+06  5.82221651e+06]","[ 1.67520960e+09  4.13582706e+04  7.11699769e+06  1.00000000e+00
 -3.96538585e+06  1.01711077e+06  5.82175720e+06]",1983321400
"[ 1.67520960e+09  4.15615987e+04  7.11749100e+06  1.00000000e+00
 -3.37696262e+06  7.77874616e+05  6.21688931e+06]","[ 1.67520960e+09  4.13582706e+04  7.11699769e+06  1.00000000e+00
 -3.37674467e+06  7.77827160e+05  6.21644887e+06]",1983321500
"[ 1.67520960e+09  4.15615987e+04  7.11749100e+06  1.00000000e+00
 -2.75104186e+06  5.30007289e+05  6.54289990e+06]","[ 1.67520960e+09  4.13582706e+04  7.11699769e+06  1.00000000e+00
 -2.75080140e+06  5.29951082e+05  6.54246893e+06]",1983321600
"[ 1.67520960e+09  4.15615987e+04  7.11749100e+06  1.00000000e+00
 -2.09473731e+06  2.76286316e+05  6.79664767e+06]","[ 1.67520960e+09  4.13582706e+04  7.11699769e+06  1.00000000e+00
 -2.09447070e+06  2.76220763e+05  6.79621591e+06]",1983321700
"[ 1.67520960e+09  4.15615987e+04  7.11749100e+06  1.00000000e+00
 -1.41529751e+06  1.95139090e+04  6.97533012e+06]","[ 1.67520960e+09  4.13582706e+04  7.11699769e+06  1.00000000e+00
 -1.41500289e+06  1.94390994e+04  6.97488675e+06]",1983321800
"[ 1.67520960e+09  4.15615987e+04  7.11749100e+06  1.00000000e+00
 -7.20226514e+05 -2.37474019e+05  7.07697379e+06]","[ 1.67520960e+09  4.13582706e+04  7.11699769e+06  1.00000000e+00
 -7.19903885e+05 -2.37557303e+05  7.07650769e+06]",1983321900
"[ 1.67520960e+09  4.15615987e+04  7.11749100e+06  1.00000000e+00
 -1.72010000e+04 -4.91839173e+05  7.10045608e+06]","[ 1.67520960e+09  4.13582706e+04  7.11699769e+06  1.00000000e+00
 -1.68522744e+04 -4.91929467e+05  7.09995617e+06]",1983322000
"[ 1.67520960e+09  4.15615987e+04  7.11749100e+06  1.00000000e+00
  6.86014489e+05 -7.40772228e+05  7.04551764e+06]","[ 1.67520960e+09  4.13582706e+04  7.11699769e+06  1.00000000e+00
  6.86385499e+05 -7.40867405e+05  7.04497314e+06]",1983322100
"[1.67520960e+09 4.15655164e+04 7.11595300e+06 1.00000000e+00
 3.07094977e+06 1.75549910e+06 6.17448601e+06]","[1.67520960e+09 4.13693792e+04 7.11539086e+06 1.00000000e+00
 3.07040527e+06 1.75530847e+06 6.17416316e+06]",1988572000
"[1.67520960e+09 4.15655164e+04 7.11595300e+06 1.00000000e+00
 3.70222813e+06 1.85734044e+06 5.78624062e+06]","[1.67520960e+09 4.13693792e+04 7.11539086e+06 1.00000000e+00
 3.70172371e+06 1.85716194e+06 5.78592934e+06]",1988572100
"[1.67520960e+09 4.15655164e+04 7.11595300e+06 1.00000000e+00
 4.29259087e+06 1.93865516e+06 5.33404789e+06]","[1.67520960e+09 4.13693792e+04 7.11539086e+06 1.00000000e+00
 4.29212241e+06 1.93848589e+06 5.33373647e+06]",1988572200
"[1.67520960e+09 4.15655164e+04 7.11595300e+06 1.00000000e+00
 4.83551353e+06 1.99854460e+06 4.82290529e+06]","[1.67520960e+09 4.13693792e+04 7.11539086e+06 1.00000000e+00
 4.83507498e+06 1.99838137e+06 4.82258322e+06]",1988572300
"[1.67520960e+09 4.15655164e+04 7.11595300e+06 1.00000000e+00
 5.32499594e+06 2.03634688e+06 4.25846178e+06]","[1.67520960e+09 4.13693792e+04 7.11539086e+06 1.00000000e+00
 5.32457949e+06 2.03618626e+06 4.25812000e+06]",1988572400
"[1.67520960e+09 4.15655164e+04 7.11595300e+06 1.00000000e+00
 5.75562851e+06 2.05164423e+06 3.64695537e+06]","[1.67520960e+09 4.13693792e+04 7.11539086e+06 1.00000000e+00
 5.75522483e+06 2.05148267e+06 3.64658651e+06]",1988572500
"[1.67520960e+09 4.15655164e+04 7.11595300e+06 1.00000000e+00
 6.12265207e+06 2.04426760e+06 2.99514419e+06]","[1.67520960e+09 4.13693792e+04 7.11539086e+06 1.00000000e+00
 6.12225055e+06 2.04410150e+06 2.99474278e+06]",1988572600
"[1.67520960e+09 4.15655164e+04 7.11595300e+06 1.00000000e+00
 6.42201040e+06 2.01429849e+06 2.31023182e+06]","[1.67520960e+09 4.13693792e+04 7.11539086e+06 1.00000000e+00
 6.42159947e+06 2.01412435e+06 2.30979446e+06]",1988572700
"[1.67520960e+09 4.15655164e+04 7.11595300e+06 1.00000000e+00
 6.65039512e+06 1.96206812e+06 1.59978765e+06]","[1.67520960e+09 4.13693792e+04 7.11539086e+06 1.00000000e+00
 6.64996251e+06 1.96188259e+06 1.59931313e+06]",1988572800
