object1,object2,time
"[ 1.67520960e+09  4.18794853e+04  7.07707100e+06  1.00000000e+00
  7.05316082e+06 -4.18565968e+05 -4.03309957e+05]","[ 1.67520960e+09  4.17459836e+04  7.07744162e+06  1.00000000e+00
  7.05352013e+06 -4.18514886e+05 -4.03582652e+05]",1958272100
"[ 1.67520960e+09  4.18794853e+04  7.07707100e+06  1.00000000e+00
  6.98481475e+06 -2.07613628e+05 -1.11990777e+06]","[ 1.67520960e+09  4.17459836e+04  7.07744162e+06  1.00000000e+00
  6.98515136e+06 -2.07566961e+05 -1.12015910e+06]",1958272200
"[ 1.67520960e+09  4.18794853e+04  7.07707100e+06  1.00000000e+00
  6.83799704e+06  5.67116926e+03 -1.82392387e+06]","[ 1.67520960e+09  4.17459836e+04  7.07744162e+06  1.00000000e+00
  6.83831947e+06  5.71253033e+03 -1.82415298e+06]",1958272300
"[ 1.67520960e+09  4.18794853e+04  7.07707100e+06  1.00000000e+00
  6.61435712e+06  2.18892253e+05 -2.50744890e+06]","[ 1.67520960e+09  4.17459836e+04  7.07744162e+06  1.00000000e+00
  6.61467382e+06  2.18927854e+05 -2.50765643e+06]",1958272400
"[ 1.67520960e+09  4.18794853e+04  7.07707100e+06  1.00000000e+00
  6.31640751e+06  4.29654170e+05 -3.16280372e+06]","[ 1.67520960e+09  4.17459836e+04  7.07744162e+06  1.00000000e+00
  6.31672657e+06  4.29683996e+05 -3.16299177e+06]",1958272500
"[ 1.67520960e+09  4.18794853e+04  7.07707100e+06  1.00000000e+00
  5.94749555e+06  6.35589090e+05 -3.78262570e+06]","[ 1.67520960e+09  4.17459836e+04  7.07744162e+06  1.00000000e+00
  5.94782453e+06  6.35613564e+05 -3.78279773e+06]",1958272600
"[ 1.67520960e+09  4.18794853e+04  7.07707100e+06  1.00000000e+00
  5.51176581e+06  8.34383418e+05 -4.35995136e+06]","[ 1.67520960e+09  4.17459836e+04  7.07744162e+06  1.00000000e+00
  5.51211151e+06  8.34403386e+05 -4.36011211e+06]",1958272700
"[ 1.67520960e+09  4.18794853e+04  7.07707100e+06  1.00000000e+00
  5.01411356e+06  1.02380378e+06 -4.88829469e+06]","[ 1.67520960e+09  4.17459836e+04  7.07744162e+06  1.00000000e+00
  5.01448181e+06  1.02382048e+06 -4.88845003e+06]",1958272800
"[ 1.67520960e+09  4.18794853e+04  7.07707100e+06  1.00000000e+00
  4.46012972e+06  1.20172210e+06 -5.36171995e+06]","[ 1.67520960e+09  4.17459836e+04  7.07744162e+06  1.00000000e+00
  4.46052522e+06  1.20173717e+06 -5.36187677e+06]",1958272900
"[ 1.67520960e+09  4.18794853e+04  7.07707100e+06  1.00000000e+00
  3.85603808e+06  1.36613955e+06 -5.77490840e+06]","[ 1.67520960e+09  4.17459836e+04  7.07744162e+06  1.00000000e+00
  3.85646425e+06  1.36615493e+06 -5.77507438e+06]",1958273000
"[ 1.67520960e+09  4.18794853e+04  7.07707100e+06  1.00000000e+00
  3.20862537e+06  1.51520897e+06 -6.12321802e+06]","[ 1.67520960e+09  4.17459836e+04  7.07744162e+06  1.00000000e+00
  3.20908422e+06  1.51522688e+06 -6.12340149e+06]",1958273100
"[ 1.67520960e+09  4.18794853e+04  7.07707100e+06  1.00000000e+00
  2.52516501e+06  1.64725560e+06 -6.40273571e+06]","[ 1.67520960e+09  4.17459836e+04  7.07744162e+06  1.00000000e+00
  2.52565706e+06  1.64727854e+06 -6.40294540e+06]",1958273200
"[ 1.67520960e+09  4.18794853e+04  7.07707100e+06  1.00000000e+00
  1.81333543e+06  1.76079597e+06 -6.61032118e+06]","[ 1.67520960e+09  4.17459836e+04  7.07744162e+06  1.00000000e+00
  1.81385958e+06  1.76082656e+06 -6.61056602e+06]",1958273300
"[ 1.67520960e+09  4.18794853e+04  7.07707100e+06  1.00000000e+00
  1.08113373e+06  1.85455449e+06 -6.74364230e+06]","[ 1.67520960e+09  4.17459836e+04  7.07744162e+06  1.00000000e+00
  1.08168731e+06  1.85459551e+06 -6.74393120e+06]",1958273400
"[ 1.67520960e+09  4.18794853e+04  7.07707100e+06  1.00000000e+00
  3.36785917e+05  1.92747782e+06 -6.80120125e+06]","[ 1.67520960e+09  4.17459836e+04  7.07744162e+06  1.00000000e+00
  3.37364611e+05  1.92753207e+06 -6.80154285e+06]",1958273500
"[ 1.67520960e+09  4.19057910e+04  7.07634600e+06  1.00000000e+00
  4.96850511e+06 -3.67176999e+06 -3.45061369e+06]","[ 1.67520960e+09  4.16994853e+04  7.07703089e+06  1.00000000e+00
  4.96902004e+06 -3.67217266e+06 -3.45084831e+06]",1967638600
"[ 1.67520960e+09  4.19057910e+04  7.07634600e+06  1.00000000e+00
  5.16203567e+06 -3.95871789e+06 -2.78506969e+06]","[ 1.67520960e+09  4.16994853e+04  7.07703089e+06  1.00000000e+00
  5.16253665e+06 -3.95910324e+06 -2.78533358e+06]",1967638700
"[ 1.67520960e+09  4.19057910e+04  7.07634600e+06  1.00000000e+00
  5.29755498e+06 -4.20117749e+06 -2.08822691e+06]","[ 1.67520960e+09  4.16994853e+04  7.07703089e+06  1.00000000e+00
  5.29805321e+06 -4.20155409e+06 -2.08852620e+06]",1967638800
"[ 1.67520960e+09  4.19345218e+04  7.07721500e+06  1.00000000e+00
 -1.19769368e+06  5.74614584e+06  3.95402454e+06]","[ 1.67520960e+09  4.19535263e+04  7.07784100e+06  1.00000000e+00
 -1.19793897e+06  5.74658285e+06  3.95443561e+06]",1974020700
"[ 1.67520960e+09  4.19211649e+04  7.07753200e+06  1.00000000e+00
 -4.19845455e+06 -3.03367390e+06  4.82299298e+06]","[ 1.67520960e+09  4.16994853e+04  7.07714554e+06  1.00000000e+00
 -4.19862611e+06 -3.03354411e+06  4.82235812e+06]",1984935700
"[ 1.67520960e+09  4.19211649e+04  7.07753200e+06  1.00000000e+00
 -3.62667680e+06 -2.96757001e+06  5.30397991e+06]","[ 1.67520960e+09  4.16994853e+04  7.07714554e+06  1.00000000e+00
 -3.62686312e+06 -2.96746169e+06  5.30339741e+06]",1984935800
"[ 1.67520960e+09  4.19211649e+04  7.07753200e+06  1.00000000e+00
 -3.01416271e+06 -2.86813315e+06  5.72539035e+06]","[ 1.67520960e+09  4.16994853e+04  7.07714554e+06  1.00000000e+00
 -3.01435503e+06 -2.86804205e+06  5.72485699e+06]",1984935900
"[ 1.67520960e+09  4.19211649e+04  7.07753200e+06  1.00000000e+00
 -2.36779230e+06 -2.73648023e+06  6.08249084e+06]","[ 1.67520960e+09  4.16994853e+04  7.07714554e+06  1.00000000e+00
 -2.36798292e+06 -2.73640210e+06  6.08200208e+06]",1984936000
"[ 1.67520960e+09  4.19211649e+04  7.07753200e+06  1.00000000e+00
 -1.69482586e+06 -2.57409003e+06  6.37127028e+06]","[ 1.67520960e+09  4.16994853e+04  7.07714554e+06  1.00000000e+00
 -1.69500830e+06 -2.57402073e+06  6.37082044e+06]",1984936100
"[ 1.67520960e+09  4.19211649e+04  7.07753200e+06  1.00000000e+00
 -1.00282245e+06 -2.38278660e+06  6.58848498e+06]","[ 1.67520960e+09  4.16994853e+04  7.07714554e+06  1.00000000e+00
 -1.00299153e+06 -2.38272216e+06  6.58806740e+06]",1984936200
"[ 1.67520960e+09  4.19211649e+04  7.07753200e+06  1.00000000e+00
 -2.99554918e+05 -2.16471872e+06  6.73169510e+06]","[ 1.67520960e+09  4.16994853e+04  7.07714554e+06  1.00000000e+00
 -2.99706898e+05 -2.16465549e+06  6.73130235e+06]",1984936300
"[ 1.67520960e+09  4.19211649e+04  7.07753200e+06  1.00000000e+00
  4.07077338e+05 -1.92233582e+06  6.79929204e+06]","[ 1.67520960e+09  4.16994853e+04  7.07714554e+06  1.00000000e+00
  4.06944715e+05 -1.92227054e+06  6.79891616e+06]",1984936400
"[ 1.67520960e+09  4.19211649e+04  7.07753200e+06  1.00000000e+00
  1.10913713e+06 -1.65836046e+06  6.79051652e+06]","[ 1.67520960e+09  4.16994853e+04  7.07714554e+06  1.00000000e+00
  1.10902461e+06 -1.65829031e+06  6.79014923e+06]",1984936500
"[ 1.67520960e+09  4.19211649e+04  7.07753200e+06  1.00000000e+00
  1.79873864e+06 -1.37575771e+06  6.70546712e+06]","[ 1.67520960e+09  4.16994853e+04  7.07714554e+06  1.00000000e+00
  1.79864544e+06 -1.37568044e+06  6.70510006e+06]",1984936600
"[ 1.67520960e+09  4.19211649e+04  7.07753200e+06  1.00000000e+00
  2.46813597e+06 -1.07770187e+06  6.54509914e+06]","[ 1.67520960e+09  4.16994853e+04  7.07714554e+06  1.00000000e+00
  2.46805984e+06 -1.07761582e+06  6.54472411e+06]",1984936700
"[ 1.67520960e+09  4.19211649e+04  7.07753200e+06  1.00000000e+00
  3.10981019e+06 -7.67540848e+05  6.31121390e+06]","[ 1.67520960e+09  4.16994853e+04  7.07714554e+06  1.00000000e+00
  3.10974743e+06 -7.67445002e+05  6.31082309e+06]",1984936800
"[ 1.67520960e+09  4.19211649e+04  7.07753200e+06  1.00000000e+00
  3.71655372e+06 -4.48758487e+05  6.00643850e+06]","[ 1.67520960e+09  4.16994853e+04  7.07714554e+06  1.00000000e+00
  3.71649934e+06 -4.48652509e+05  6.00602468e+06]",1984936900
"[ 1.67520960e+09  4.19211649e+04  7.07753200e+06  1.00000000e+00
  4.28155140e+06 -1.24935485e+05  5.63419630e+06]","[ 1.67520960e+09  4.16994853e+04  7.07714554e+06  1.00000000e+00
  4.28149916e+06 -1.24819742e+05  5.63375309e+06]",1984937000
"[1.67520960e+09 4.19211649e+04 7.07753200e+06 1.00000000e+00
 4.79845691e+06 2.00290843e+05 5.19866849e+06]","[1.67520960e+09 4.16994853e+04 7.07714554e+06 1.00000000e+00
 4.79839955e+06 2.00415282e+05 5.19819050e+06]",1984937100
"[1.67520960e+09 4.19211649e+04 7.07753200e+06 1.00000000e+00
 5.26146418e+06 5.23267423e+05 4.70474708e+06]","[1.67520960e+09 4.16994853e+04 7.07714554e+06 1.00000000e+00
 5.26139350e+06 5.23398790e+05 4.70423013e+06]",1984937200
"[1.67520960e+09 4.19211649e+04 7.07753200e+06 1.00000000e+00
 5.66537251e+06 8.40366446e+05 4.15798001e+06]","[1.67520960e+09 4.16994853e+04 7.07714554e+06 1.00000000e+00
 5.66527964e+06 8.40502304e+05 4.15742125e+06]",1984937300
"[1.67520960e+09 4.19211649e+04 7.07753200e+06 1.00000000e+00
 6.00564504e+06 1.14802613e+06 3.56450879e+06]","[1.67520960e+09 4.16994853e+04 7.07714554e+06 1.00000000e+00
 6.00552060e+06 1.14816340e+06 3.56390686e+06]",1984937400
"[1.67520960e+09 4.19211649e+04 7.07753200e+06 1.00000000e+00
 6.27845968e+06 1.44279070e+06 2.93099954e+06]","[1.67520960e+09 4.16994853e+04 7.07714554e+06 1.00000000e+00
 6.27829403e+06 1.44292575e+06 2.93035464e+06]",1984937500
"[ 1.67520960e+09  4.18552887e+04  7.07787900e+06  0.00000000e+00
  4.82916047e+06 -2.52559835e+06  4.51629641e+06]","[ 1.67520960e+09  4.17411649e+04  7.07750745e+06  1.00000000e+00
  4.82928726e+06 -2.52553767e+06  4.51561245e+06]",1988527000
"[ 1.67520960e+09  4.18552887e+04  7.07787900e+06  0.00000000e+00
  4.32019374e+06 -2.42030371e+06  5.05711649e+06]","[ 1.67520960e+09  4.17411649e+04  7.07750745e+06  1.00000000e+00
  4.32034573e+06 -2.42026111e+06  5.05648699e+06]",1988527100
"[ 1.67520960e+09  4.18552887e+04  7.07787900e+06  0.00000000e+00
  3.76270793e+06 -2.28782722e+06  5.54114129e+06]","[ 1.67520960e+09  4.17411649e+04  7.07750745e+06  1.00000000e+00
  3.76287579e+06 -2.28779889e+06  5.54056439e+06]",1988527200
"[ 1.67520960e+09  4.18552887e+04  7.07787900e+06  0.00000000e+00
  3.16296405e+06 -2.12965669e+06  5.96293485e+06]","[ 1.67520960e+09  4.17411649e+04  7.07750745e+06  1.00000000e+00
  3.16313923e+06 -2.12963890e+06  5.96240724e+06]",1988527300
"[ 1.67520960e+09  4.18552887e+04  7.07787900e+06  0.00000000e+00
  2.52769766e+06 -1.94756848e+06  6.31776010e+06]","[ 1.67520960e+09  4.17411649e+04  7.07750745e+06  1.00000000e+00
  2.52787262e+06 -1.94755768e+06  6.31727717e+06]",1988527400
"[ 1.67520960e+09  4.18552887e+04  7.07787900e+06  0.00000000e+00
  1.86404331e+06 -1.74360760e+06  6.60163209e+06]","[ 1.67520960e+09  4.17411649e+04  7.07750745e+06  1.00000000e+00
  1.86421160e+06 -1.74360046e+06  6.60118809e+06]",1988527500
"[ 1.67520960e+09  4.18552887e+04  7.07787900e+06  0.00000000e+00
  1.17945432e+06 -1.52006467e+06  6.81136271e+06]","[ 1.67520960e+09  4.17411649e+04  7.07750745e+06  1.00000000e+00
  1.17961078e+06 -1.52005820e+06  6.81095098e+06]",1988527600
"[ 1.67520960e+09  4.18552887e+04  7.07787900e+06  0.00000000e+00
  4.81619169e+05 -1.27945026e+06  6.94459654e+06]","[ 1.67520960e+09  4.17411649e+04  7.07750745e+06  1.00000000e+00
  4.81759936e+05 -1.27944183e+06  6.94420965e+06]",1988527700
"[ 1.67520960e+09  4.18552887e+04  7.07787900e+06  0.00000000e+00
 -2.21624936e+05 -1.02446665e+06  6.99983726e+06]","[ 1.67520960e+09  4.17411649e+04  7.07750745e+06  1.00000000e+00
 -2.21502288e+05 -1.02445410e+06  6.99946728e+06]",1988527800
"[ 1.67520960e+09  4.18552887e+04  7.07787900e+06  0.00000000e+00
 -9.22380024e+05 -7.57977492e+05  6.97646446e+06]","[ 1.67520960e+09  4.17411649e+04  7.07750745e+06  1.00000000e+00
 -9.22276480e+05 -7.57959159e+05  6.97610319e+06]",1988527900
"[ 1.67520960e+09  4.18552887e+04  7.07787900e+06  0.00000000e+00
 -1.61277608e+06 -4.82975671e+05  6.87474065e+06]","[ 1.67520960e+09  4.17411649e+04  7.07750745e+06  1.00000000e+00
 -1.61269117e+06 -4.82950417e+05  6.87437981e+06]",1988528000
"[ 1.67520960e+09  4.18552887e+04  7.07787900e+06  0.00000000e+00
 -2.28505943e+06 -2.02549664e+05  6.69580825e+06]","[ 1.67520960e+09  4.17411649e+04  7.07750745e+06  1.00000000e+00
 -2.28499127e+06 -2.02516920e+05  6.69543976e+06]",1988528100
"[ 1.67520960e+09  4.18552887e+04  7.07787900e+06  0.00000000e+00
 -2.93167983e+06  8.01511289e+04  6.44167683e+06]","[ 1.67520960e+09  4.17411649e+04  7.07750745e+06  1.00000000e+00
 -2.93162513e+06  8.01913534e+04  6.44129297e+06]",1988528200
"[ 1.67520960e+09  4.18552887e+04  7.07787900e+06  0.00000000e+00
 -3.54537522e+06  3.61951764e+05  6.11520046e+06]","[ 1.67520960e+09  4.17411649e+04  7.07750745e+06  1.00000000e+00
 -3.54532942e+06  3.61998876e+05  6.11479418e+06]",1988528300
"[ 1.67520960e+09  4.18552887e+04  7.07787900e+06  0.00000000e+00
 -4.11925334e+06  6.39687405e+05  5.72004572e+06]","[ 1.67520960e+09  4.17411649e+04  7.07750745e+06  1.00000000e+00
 -4.11921070e+06  6.39740235e+05  5.71961077e+06]",1988528400
"[ 1.67520960e+09  4.18552887e+04  7.07787900e+06  0.00000000e+00
 -4.64686911e+06  9.10238868e+05  5.26065051e+06]","[ 1.67520960e+09  4.17411649e+04  7.07750745e+06  1.00000000e+00
 -4.64682282e+06  9.10295692e+05  5.26018167e+06]",1988528500
"[ 1.67520960e+09  4.18552887e+04  7.07787900e+06  0.00000000e+00
 -5.12229699e+06  1.17056765e+06  4.74217419e+06]","[ 1.67520960e+09  4.17411649e+04  7.07750745e+06  1.00000000e+00
 -5.12223936e+06  1.17062623e+06  4.74166742e+06]",1988528600
"[ 1.67520960e+09  4.18552887e+04  7.07787900e+06  0.00000000e+00
 -5.54019758e+06  1.41775007e+06  4.17043963e+06]","[ 1.67520960e+09  4.17411649e+04  7.07750745e+06  1.00000000e+00
 -5.54012020e+06  1.41780767e+06  4.16989225e+06]",1988528700
"[ 1.67520960e+09  4.18552887e+04  7.07787900e+06  0.00000000e+00
 -5.89587751e+06  1.64901008e+06  3.55186785e+06]","[ 1.67520960e+09  4.17411649e+04  7.07750745e+06  1.00000000e+00
 -5.89577147e+06  1.64906354e+06  3.55127864e+06]",1988528800
"[ 1.67520960e+09  4.18552887e+04  7.07787900e+06  0.00000000e+00
 -6.18534225e+06  1.86175044e+06  2.89340589e+06]","[ 1.67520960e+09  4.17411649e+04  7.07750745e+06  1.00000000e+00
 -6.18519831e+06  1.86179626e+06  2.89277519e+06]",1988528900
"[ 1.67520960e+09  4.18552887e+04  7.07787900e+06  0.00000000e+00
 -6.40534088e+06  2.05358193e+06  2.20244877e+06]","[ 1.67520960e+09  4.17411649e+04  7.07750745e+06  1.00000000e+00
 -6.40514973e+06  2.05361630e+06  2.20177855e+06]",1988529000
"[ 1.67520960e+09  4.17411649e+04  7.07752449e+06  1.00000000e+00
 -3.55267767e+06  1.19090059e+06  6.00429763e+06]","[ 1.67520960e+09  4.16752887e+04  7.07792677e+06  1.00000000e+00
 -3.55324277e+06  1.19125310e+06  6.00436752e+06]",1989068200
"[ 1.67520960e+09  4.17411649e+04  7.07752449e+06  1.00000000e+00
 -4.04080906e+06  1.58268062e+06  5.59091559e+06]","[ 1.67520960e+09  4.16752887e+04  7.07792677e+06  1.00000000e+00
 -4.04133166e+06  1.58301156e+06  5.59095343e+06]",1989068300
"[ 1.67520960e+09  4.17411649e+04  7.07752449e+06  1.00000000e+00
 -4.48355226e+06  1.95668328e+06  5.11473388e+06]","[ 1.67520960e+09  4.16752887e+04  7.07792677e+06  1.00000000e+00
 -4.48403423e+06  1.95699195e+06  5.11474994e+06]",1989068400
"[ 1.67520960e+09  4.17411649e+04  7.07752449e+06  1.00000000e+00
 -4.87593419e+06  2.30870758e+06  4.58110117e+06]","[ 1.67520960e+09  4.16752887e+04  7.07792677e+06  1.00000000e+00
 -4.87637870e+06  2.30899428e+06  4.58110507e+06]",1989068500
"[ 1.67520960e+09  4.17411649e+04  7.07752449e+06  1.00000000e+00
 -5.21354744e+06  2.63479945e+06  3.99601149e+06]","[ 1.67520960e+09  4.16752887e+04  7.07792677e+06  1.00000000e+00
 -5.21395882e+06  2.63506536e+06  3.99601193e+06]",1989068600
"[ 1.67520960e+09  4.17411649e+04  7.07752449e+06  1.00000000e+00
 -5.49259979e+06  2.93129607e+06  3.36603681e+06]","[ 1.67520960e+09  4.16752887e+04  7.07792677e+06  1.00000000e+00
 -5.49298339e+06  2.93154325e+06  3.36604145e+06]",1989068700
"[ 1.67520960e+09  4.17411649e+04  7.07752449e+06  1.00000000e+00
 -5.70995679e+06  3.19486705e+06  2.69825329e+06]","[ 1.67520960e+09  4.16752887e+04  7.07792677e+06  1.00000000e+00
 -5.71031882e+06  3.19509833e+06  2.69826851e+06]",1989068800
"[ 1.67520960e+09  4.17411649e+04  7.07752449e+06  1.00000000e+00
 -5.86317700e+06  3.42255186e+06  2.00016179e+06]","[ 1.67520960e+09  4.16752887e+04  7.07792677e+06  1.00000000e+00
 -5.86352432e+06  3.42277075e+06  2.00019258e+06]",1989068900
"[ 1.67520960e+09  4.17411649e+04  7.07752449e+06  1.00000000e+00
 -5.95053937e+06  3.61179302e+06  1.27960357e+06]","[ 1.67520960e+09  4.16752887e+04  7.07792677e+06  1.00000000e+00
 -5.95087929e+06  3.61200363e+06  1.27965341e+06]",1989069000
"[ 1.67520960e+09  4.17411649e+04  7.07752449e+06  1.00000000e+00
 -5.97106261e+06  3.76046491e+06  5.44672263e+05]","[ 1.67520960e+09  4.16752887e+04  7.07792677e+06  1.00000000e+00
 -5.97140270e+06  3.76067177e+06  5.44743048e+05]",1989069100
"[ 1.67520960e+09  4.17411649e+04  7.07752449e+06  1.00000000e+00
 -5.92451620e+06  3.86689757e+06 -1.96377044e+05]","[ 1.67520960e+09  4.16752887e+04  7.07792677e+06  1.00000000e+00
 -5.92486407e+06  3.86710555e+06 -1.96285069e+05]",1989069200
"[ 1.67520960e+09  4.17411649e+04  7.07752449e+06  1.00000000e+00
 -5.81142296e+06  3.92989549e+06 -9.35220555e+05]","[ 1.67520960e+09  4.16752887e+04  7.07792677e+06  1.00000000e+00
 -5.81178604e+06  3.93010967e+06 -9.35108800e+05]",1989069300
"[ 1.67520960e+09  4.17411649e+04  7.07752449e+06  1.00000000e+00
 -5.63305321e+06  3.94875107e+06 -1.66355925e+06]","[ 1.67520960e+09  4.16752887e+04  7.07792677e+06  1.00000000e+00
 -5.63343854e+06  3.94897655e+06 -1.66343076e+06]",1989069400
"[ 1.67520960e+09  4.17411649e+04  7.07752449e+06  1.00000000e+00
 -5.39141048e+06  3.92325251e+06 -2.37321210e+06]","[ 1.67520960e+09  4.16752887e+04  7.07792677e+06  1.00000000e+00
 -5.39182451e+06  3.92349430e+06 -2.37307150e+06]",1989069500
"[ 1.67520960e+09  4.17411649e+04  7.07752449e+06  1.00000000e+00
 -5.08920901e+06  3.85368621e+06 -3.05620797e+06]","[ 1.67520960e+09  4.16752887e+04  7.07792677e+06  1.00000000e+00
 -5.08965740e+06  3.85394912e+06 -3.05606137e+06]",1989069600
"[ 1.67520960e+09  4.17411649e+04  7.07752449e+06  1.00000000e+00
 -4.72984326e+06  3.74083358e+06 -3.70487514e+06]","[ 1.67520960e+09  4.16752887e+04  7.07792677e+06  1.00000000e+00
 -4.73033071e+06  3.74112203e+06 -3.70473005e+06]",1989069700
"[ 1.67520960e+09  4.17411649e+04  7.07752449e+06  1.00000000e+00
 -4.31734979e+06  3.58596223e+06 -4.31192748e+06]","[ 1.67520960e+09  4.16752887e+04  7.07792677e+06  1.00000000e+00
 -4.31787988e+06  3.58628013e+06 -4.31179261e+06]",1989069800
"[ 1.67520960e+09  4.17411649e+04  7.07752449e+06  1.00000000e+00
 -3.85636191e+06  3.39081174e+06 -4.87054633e+06]","[ 1.67520960e+09  4.16752887e+04  7.07792677e+06  1.00000000e+00
 -3.85693695e+06  3.39116238e+06 -4.87043144e+06]",1989069900
"[ 1.67520960e+09  4.19259836e+04  7.07740100e+06  1.00000000e+00
 -3.47393581e+06  3.40495628e+05 -6.15673921e+06]","[ 1.67520960e+09  4.16752887e+04  7.07785487e+06  1.00000000e+00
 -3.47452625e+06  3.40287293e+05 -6.15693929e+06]",1989436000
"[ 1.67520960e+09  4.19259836e+04  7.07740100e+06  1.00000000e+00
 -4.03363989e+06 -2.40196045e+04 -5.81539140e+06]","[ 1.67520960e+09  4.16752887e+04  7.07785487e+06  1.00000000e+00
 -4.03418771e+06 -2.42173273e+04 -5.81556296e+06]",1989436100
"[ 1.67520960e+09  4.19259836e+04  7.07740100e+06  1.00000000e+00
 -4.54803396e+06 -3.88265024e+05 -5.40871910e+06]","[ 1.67520960e+09  4.16752887e+04  7.07785487e+06  1.00000000e+00
 -4.54854170e+06 -3.88449965e+05 -5.40887276e+06]",1989436200
"[ 1.67520960e+09  4.19259836e+04  7.07740100e+06  1.00000000e+00
 -5.01133979e+06 -7.48149049e+05 -4.94129046e+06]","[ 1.67520960e+09  4.16752887e+04  7.07785487e+06  1.00000000e+00
 -5.01181158e+06 -7.48319970e+05 -4.94143617e+06]",1989436300
"[ 1.67520960e+09  4.19259836e+04  7.07740100e+06  1.00000000e+00
 -5.41835307e+06 -1.09962909e+06 -4.41835612e+06]","[ 1.67520960e+09  4.16752887e+04  7.07785487e+06  1.00000000e+00
 -5.41879442e+06 -1.09978568e+06 -4.41850292e+06]",1989436400
"[ 1.67520960e+09  4.19259836e+04  7.07740100e+06  1.00000000e+00
 -5.76450179e+06 -1.43875695e+06 -3.84579023e+06]","[ 1.67520960e+09  4.16752887e+04  7.07785487e+06  1.00000000e+00
 -5.76491944e+06 -1.43889984e+06 -3.84594600e+06]",1989436500
"[ 1.67520960e+09  4.19259836e+04  7.07740100e+06  1.00000000e+00
 -6.04589765e+06 -1.76172321e+06 -3.23002444e+06]","[ 1.67520960e+09  4.16752887e+04  7.07785487e+06  1.00000000e+00
 -6.04629935e+06 -1.76185389e+06 -3.23019574e+06]",1989436600
"[ 1.67520960e+09  4.19259836e+04  7.07740100e+06  1.00000000e+00
 -6.25937972e+06 -2.06489997e+06 -2.57797567e+06]","[ 1.67520960e+09  4.16752887e+04  7.07785487e+06  1.00000000e+00
 -6.25977403e+06 -2.06502077e+06 -2.57816754e+06]",1989436700
"[ 1.67520960e+09  4.19259836e+04  7.07740100e+06  1.00000000e+00
 -6.40254996e+06 -2.34488163e+06 -1.89696840e+06]","[ 1.67520960e+09  4.16752887e+04  7.07785487e+06  1.00000000e+00
 -6.40294594e+06 -2.34499566e+06 -1.89718426e+06]",1989436800
