Epoch = 1, ER Nodes = 1000, Initial probability = 0.00018888888888888888, GC Size = 4, Avg Degree = 0.19
Epoch = 2, ER Nodes = 1001, Initial probability = 0.00018888888888888888, GC Size = 5, Avg Degree = 0.19
Epoch = 3, ER Nodes = 1004, Initial probability = 0.00018888888888888888, GC Size = 4, Avg Degree = 0.19
Epoch = 4, ER Nodes = 1005, Initial probability = 0.00018888888888888888, GC Size = 7, Avg Degree = 0.19
Epoch = 5, ER Nodes = 1006, Initial probability = 0.00018888888888888888, GC Size = 4, Avg Degree = 0.19
Epoch = 6, ER Nodes = 1007, Initial probability = 0.00018888888888888888, GC Size = 4, Avg Degree = 0.19
Epoch = 7, ER Nodes = 1008, Initial probability = 0.00018888888888888888, GC Size = 6, Avg Degree = 0.19
Epoch = 8, ER Nodes = 1011, Initial probability = 0.00018888888888888888, GC Size = 4, Avg Degree = 0.19
Epoch = 9, ER Nodes = 1016, Initial probability = 0.00018888888888888888, GC Size = 4, Avg Degree = 0.19
Epoch = 10, ER Nodes = 1018, Initial probability = 0.00018888888888888888, GC Size = 4, Avg Degree = 0.19
Epoch = 11, ER Nodes = 1018, Initial probability = 0.00018888888888888888, GC Size = 4, Avg Degree = 0.19
Epoch = 12, ER Nodes = 1019, Initial probability = 0.00018888888888888888, GC Size = 6, Avg Degree = 0.19
Epoch = 13, ER Nodes = 1021, Initial probability = 0.00018888888888888888, GC Size = 5, Avg Degree = 0.19
Epoch = 14, ER Nodes = 1021, Initial probability = 0.00018888888888888888, GC Size = 6, Avg Degree = 0.19
Epoch = 15, ER Nodes = 1024, Initial probability = 0.00018888888888888888, GC Size = 4, Avg Degree = 0.19
Epoch = 16, ER Nodes = 1025, Initial probability = 0.00018888888888888888, GC Size = 8, Avg Degree = 0.19
Epoch = 17, ER Nodes = 1027, Initial probability = 0.00018888888888888888, GC Size = 4, Avg Degree = 0.19
Epoch = 18, ER Nodes = 1031, Initial probability = 0.00018888888888888888, GC Size = 5, Avg Degree = 0.19
Epoch = 19, ER Nodes = 1032, Initial probability = 0.00018888888888888888, GC Size = 4, Avg Degree = 0.19
Epoch = 20, ER Nodes = 1032, Initial probability = 0.00018888888888888888, GC Size = 5, Avg Degree = 0.19
Epoch = 21, ER Nodes = 1032, Initial probability = 0.00018888888888888888, GC Size = 5, Avg Degree = 0.19
Epoch = 22, ER Nodes = 1036, Initial probability = 0.00018888888888888888, GC Size = 3, Avg Degree = 0.19
Epoch = 23, ER Nodes = 1038, Initial probability = 0.00018888888888888888, GC Size = 5, Avg Degree = 0.19
Epoch = 24, ER Nodes = 1042, Initial probability = 0.00018888888888888888, GC Size = 5, Avg Degree = 0.20
Epoch = 25, ER Nodes = 1044, Initial probability = 0.00018888888888888888, GC Size = 4, Avg Degree = 0.20
Epoch = 26, ER Nodes = 1046, Initial probability = 0.00018888888888888888, GC Size = 5, Avg Degree = 0.20
Epoch = 27, ER Nodes = 1049, Initial probability = 0.00018888888888888888, GC Size = 5, Avg Degree = 0.20
Epoch = 28, ER Nodes = 1052, Initial probability = 0.00018888888888888888, GC Size = 6, Avg Degree = 0.20
Epoch = 29, ER Nodes = 1055, Initial probability = 0.00018888888888888888, GC Size = 7, Avg Degree = 0.20
Epoch = 30, ER Nodes = 1056, Initial probability = 0.00018888888888888888, GC Size = 5, Avg Degree = 0.20
Epoch = 31, ER Nodes = 1056, Initial probability = 0.00018888888888888888, GC Size = 7, Avg Degree = 0.20
Epoch = 32, ER Nodes = 1056, Initial probability = 0.00018888888888888888, GC Size = 5, Avg Degree = 0.20
Epoch = 33, ER Nodes = 1058, Initial probability = 0.00018888888888888888, GC Size = 5, Avg Degree = 0.20
Epoch = 34, ER Nodes = 1058, Initial probability = 0.00018888888888888888, GC Size = 4, Avg Degree = 0.20
Epoch = 35, ER Nodes = 1063, Initial probability = 0.00018888888888888888, GC Size = 5, Avg Degree = 0.20
