Epoch = 1, ER Nodes = 994, removal debris = 6, Initial probability = 0.0003, GC Size = 7, Avg Degree = 0.30, removal rate = 6
Epoch = 2, ER Nodes = 998, removal debris = 6, Initial probability = 0.0003, GC Size = 6, Avg Degree = 0.30, removal rate = 6
Epoch = 3, ER Nodes = 1000, removal debris = 6, Initial probability = 0.0003, GC Size = 6, Avg Degree = 0.30, removal rate = 6
Epoch = 4, ER Nodes = 1006, removal debris = 6, Initial probability = 0.0003, GC Size = 6, Avg Degree = 0.30, removal rate = 6
Epoch = 5, ER Nodes = 1008, removal debris = 6, Initial probability = 0.0003, GC Size = 4, Avg Degree = 0.30, removal rate = 6
Epoch = 6, ER Nodes = 1012, removal debris = 6, Initial probability = 0.0003, GC Size = 8, Avg Degree = 0.30, removal rate = 6
Epoch = 7, ER Nodes = 1018, removal debris = 6, Initial probability = 0.0003, GC Size = 7, Avg Degree = 0.30, removal rate = 6
Epoch = 8, ER Nodes = 1021, removal debris = 6, Initial probability = 0.0003, GC Size = 7, Avg Degree = 0.31, removal rate = 6
Epoch = 9, ER Nodes = 1027, removal debris = 6, Initial probability = 0.0003, GC Size = 6, Avg Degree = 0.31, removal rate = 6
Epoch = 10, ER Nodes = 1028, removal debris = 6, Initial probability = 0.0003, GC Size = 7, Avg Degree = 0.31, removal rate = 6
Epoch = 11, ER Nodes = 1029, removal debris = 6, Initial probability = 0.0003, GC Size = 7, Avg Degree = 0.31, removal rate = 6
Epoch = 12, ER Nodes = 1031, removal debris = 6, Initial probability = 0.0003, GC Size = 6, Avg Degree = 0.31, removal rate = 6
Epoch = 13, ER Nodes = 1035, removal debris = 6, Initial probability = 0.0003, GC Size = 5, Avg Degree = 0.31, removal rate = 6
Epoch = 14, ER Nodes = 1039, removal debris = 6, Initial probability = 0.0003, GC Size = 8, Avg Degree = 0.31, removal rate = 6
Epoch = 15, ER Nodes = 1043, removal debris = 6, Initial probability = 0.0003, GC Size = 10, Avg Degree = 0.31, removal rate = 6
Epoch = 16, ER Nodes = 1045, removal debris = 6, Initial probability = 0.0003, GC Size = 7, Avg Degree = 0.31, removal rate = 6
Epoch = 17, ER Nodes = 1048, removal debris = 6, Initial probability = 0.0003, GC Size = 6, Avg Degree = 0.31, removal rate = 6
Epoch = 18, ER Nodes = 1051, removal debris = 6, Initial probability = 0.0003, GC Size = 6, Avg Degree = 0.31, removal rate = 6
Epoch = 19, ER Nodes = 1053, removal debris = 6, Initial probability = 0.0003, GC Size = 8, Avg Degree = 0.32, removal rate = 6
Epoch = 20, ER Nodes = 1058, removal debris = 6, Initial probability = 0.0003, GC Size = 7, Avg Degree = 0.32, removal rate = 6
Epoch = 21, ER Nodes = 1059, removal debris = 6, Initial probability = 0.0003, GC Size = 8, Avg Degree = 0.32, removal rate = 6
Epoch = 22, ER Nodes = 1060, removal debris = 6, Initial probability = 0.0003, GC Size = 5, Avg Degree = 0.32, removal rate = 6
Epoch = 23, ER Nodes = 1063, removal debris = 6, Initial probability = 0.0003, GC Size = 10, Avg Degree = 0.32, removal rate = 6
Epoch = 24, ER Nodes = 1064, removal debris = 6, Initial probability = 0.0003, GC Size = 7, Avg Degree = 0.32, removal rate = 6
Epoch = 25, ER Nodes = 1068, removal debris = 6, Initial probability = 0.0003, GC Size = 5, Avg Degree = 0.32, removal rate = 6
Epoch = 26, ER Nodes = 1070, removal debris = 6, Initial probability = 0.0003, GC Size = 5, Avg Degree = 0.32, removal rate = 6
Epoch = 27, ER Nodes = 1071, removal debris = 6, Initial probability = 0.0003, GC Size = 6, Avg Degree = 0.32, removal rate = 6
Epoch = 28, ER Nodes = 1079, removal debris = 6, Initial probability = 0.0003, GC Size = 5, Avg Degree = 0.32, removal rate = 6
Epoch = 29, ER Nodes = 1081, removal debris = 6, Initial probability = 0.0003, GC Size = 12, Avg Degree = 0.32, removal rate = 6
Epoch = 30, ER Nodes = 1085, removal debris = 6, Initial probability = 0.0003, GC Size = 7, Avg Degree = 0.32, removal rate = 6
Epoch = 31, ER Nodes = 1082, removal debris = 6, Initial probability = 0.0003, GC Size = 5, Avg Degree = 0.33, removal rate = 6
Epoch = 32, ER Nodes = 1084, removal debris = 6, Initial probability = 0.0003, GC Size = 7, Avg Degree = 0.32, removal rate = 6
Epoch = 33, ER Nodes = 1087, removal debris = 6, Initial probability = 0.0003, GC Size = 9, Avg Degree = 0.33, removal rate = 6
Epoch = 34, ER Nodes = 1091, removal debris = 6, Initial probability = 0.0003, GC Size = 6, Avg Degree = 0.33, removal rate = 6
Epoch = 35, ER Nodes = 1093, removal debris = 6, Initial probability = 0.0003, GC Size = 5, Avg Degree = 0.33, removal rate = 6
Epoch = 36, ER Nodes = 1098, removal debris = 6, Initial probability = 0.0003, GC Size = 6, Avg Degree = 0.33, removal rate = 6
Epoch = 37, ER Nodes = 1105, removal debris = 6, Initial probability = 0.0003, GC Size = 7, Avg Degree = 0.33, removal rate = 6
Epoch = 38, ER Nodes = 1107, removal debris = 6, Initial probability = 0.0003, GC Size = 6, Avg Degree = 0.33, removal rate = 6
Epoch = 39, ER Nodes = 1111, removal debris = 6, Initial probability = 0.0003, GC Size = 7, Avg Degree = 0.33, removal rate = 6
